Experience made the : 2022-15-11--09-50-51
Pos X; Pos Y; Pos Z; Timer; Is Touched; Speed
0,1800303; -0,01057346; 0,01793965; 1,47151; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,480537; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,487757; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,496835; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,504578; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,512734; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,521369; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,5293; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,537668; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,545978; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,554366; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,562625; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,571109; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,583012; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,58752; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,595936; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,604917; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,613337; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,621285; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,629231; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,637526; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,646199; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,654223; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,66287; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,671254; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,679323; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,687683; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,6962; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,704438; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,712626; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,721141; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,729503; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,737918; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,746475; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,754694; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,762774; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,771369; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,77945; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,787843; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,796376; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,804411; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,813012; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,821064; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,829599; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,837759; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,846327; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,854352; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,862754; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,87155; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,879581; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,887741; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,896189; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,904459; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,912959; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,921113; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,930593; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,938298; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,946399; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,954458; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,962874; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,971187; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,979506; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,987554; Missed; 0
0,1800303; -0,01057346; 0,01793965; 1,996081; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,004369; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,012543; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,020552; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,029054; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,03706; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,045949; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,053773; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,062463; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,07096; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,078804; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,087234; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,095411; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,10431; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,112436; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,12077; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,128883; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,137874; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,146148; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,153854; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,162173; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,170613; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,178869; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,187124; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,19554; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,203654; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,212226; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,220339; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,228742; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,237341; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,245576; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,253934; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,262188; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,270835; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,278876; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,287153; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,295397; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,304466; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,31266; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,321329; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,329178; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,337347; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,346082; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,353724; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,362162; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,370367; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,379032; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,387045; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,395747; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,403784; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,412386; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,420501; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,428876; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,437596; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,445845; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,453944; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,462443; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,470692; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,479078; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,487359; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,49566; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,503928; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,512207; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,521668; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,528915; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,537241; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,546369; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,553981; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,562236; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,570642; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,578882; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,587229; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,595653; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,603937; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,612048; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,620428; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,628742; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,637075; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,645369; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,654566; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,662766; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,670665; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,679495; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,687137; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,696026; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,704478; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,712479; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,720613; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,729062; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,737164; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,745761; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,754106; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,762349; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,770663; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,778772; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,787146; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,795468; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,803901; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,812213; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,820775; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,828696; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,837796; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,846694; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,854523; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,86242; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,87051; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,879295; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,887194; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,895505; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,9037; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,912766; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,921197; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,929476; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,937397; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,945485; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,955064; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,964449; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,971644; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,979115; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,987748; Missed; 0
0,1800303; -0,01057346; 0,01793965; 2,995973; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,003868; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,012316; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,020565; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,028949; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,037075; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,046389; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,054013; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,062545; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,070827; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,078801; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,087019; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,095516; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,103714; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,112606; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,122989; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,129056; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,13723; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,145508; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,153953; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,162023; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,171119; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,179205; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,187199; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,195713; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,20385; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,212133; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,220447; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,228827; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,237022; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,245395; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,253717; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,262063; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,27051; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,278768; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,287057; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,295312; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,303773; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,311955; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,320373; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,328723; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,337595; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,345978; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,354356; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,362311; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,370448; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,378846; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,38698; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,395464; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,403755; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,412122; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,420381; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,428886; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,437214; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,445842; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,454155; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,463024; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,47089; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,478802; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,487215; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,495345; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,50387; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,511975; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,520499; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,528638; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,537209; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,545543; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,553757; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,562082; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,570408; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,578679; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,586978; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,595792; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,603742; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,612363; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,620633; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,62891; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,637202; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,645358; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,653897; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,662003; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,670671; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,678856; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,687815; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,695791; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,70402; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,713589; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,720744; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,728726; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,737094; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,745747; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,75381; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,762184; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,770694; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,779131; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,78716; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,795378; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,804137; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,812134; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,820735; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,828613; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,837307; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,8453; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,85396; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,862049; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,870616; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,879239; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,88724; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,895541; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,903778; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,912123; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,920317; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,928752; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,937181; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,945552; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,953733; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,962163; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,970644; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,978781; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,987305; Missed; 0
0,1800303; -0,01057346; 0,01793965; 3,995311; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,003801; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,011984; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,020633; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,028746; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,037141; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,045422; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,054228; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,06214; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,07073; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,079294; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,08729; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,095535; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,103648; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,112196; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,120387; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,128686; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,137007; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,145822; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,155406; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,162091; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,170499; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,178668; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,187244; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,195395; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,204271; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,212676; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,220572; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,228699; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,237141; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,245611; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,253711; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,262307; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,27041; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,278934; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,28703; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,295395; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,304415; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,312593; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,320381; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,328688; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,337089; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,34532; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,353721; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,361959; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,370668; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,379403; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,387926; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,395459; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,40391; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,411926; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,420495; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,428781; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,437198; Missed; 0
0,1800303; -0,01057346; 0,01793965; 4,445644; Missed; 0
